Auteur	Total De Tokens	Occurrences du Mot	Date	Titre	
Hoffman, François-Benoît (1760-1828)	1190774	0	1831	Oeuvres de F.-B. Hoffman.... Tome 6 / [avec une notice biographique et littéraire, par L. Castel] // Oeuvres de F.-B. Hoffman.... Tome 10 / [avec une notice biographique et littéraire, par L. Castel] // Oeuvres de F.-B. Hoffman.... Tome 8 / [avec une notice biographique et littéraire, par L. Castel] // Coup d'oeil sur les théâtres du royaume / par M. A.-L. Saint-Romain // Oeuvres de F.-B. Hoffman.... Tome 5 / [avec une notice biographique et littéraire, par L. Castel] // Oeuvres de F.-B. Hoffman.... Tome 7 / [avec une notice biographique et littéraire, par L. Castel] // Oeuvres de F.-B. Hoffman.... Tome 9 / [avec une notice biographique et littéraire, par L. Castel] // Oeuvres de F.-B. Hoffman.... Tome 4 / [avec une notice biographique et littéraire, par L. Castel]	
Huet, Pierre-Daniel (1630-1721)	352876	0	1798	Traité de l'origine des romans , par Huet,... suivi d'observations et de jugemens sur les romans français, avec l'indication des meilleurs romans qui ont paru surtout pendant le XVIIIe siècle jusqu'à ce jour // Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière // Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière // Notices pour servir à l'histoire des théâtres, lues à la troisième classe de l'Institut, par Cailhava,...	
Saint-René Taillandier (1817-1879)	55096	0	1830	Des écrivains sacrés du dix-septième siècle : discours prononcé à l'ouverture du cours de littérature française à la Faculté des lettres de Strasbourg / par M. Saint-René Taillandier // Discours en vers , par MM. François et Samson, prononcé sur le Théâtre français, le 31 décembre 1829, jour anniversaire de la mort de Picard // Épitre à M. Victor Hugo, avec des notes romantiques... // Épître aux romantiques (par Victoire Babois)	
Grimod de la Reynière	355892	0	1797	Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière // Le Censeur dramatique, ou Journal des principaux théâtres de Paris et des départemens / par une société de gens-de-lettres ; rédigé par A. B. L. Grimod de la Reynière	
Duval, Amaury (1760-1838)	411461	0	1796	Observations sur les théâtres. [Signé : Amaury Duval.] // De M. Necker et de son livre intitulé : “De la Révolution française”, par P.-L. Ginguené,... // De l’influence des passions sur le bonheur des individus et des nations	
Dampmartin, Anne-Henri Cabet (1755-1825 ; vicomte de)	359517	0	1794	Essai de littérature, à l'usage des dames. Tome 1 / . Par A.-H. Dampmartin // Essai de littérature, à l'usage des dames. Tome 2 / . Par A.-H. Dampmartin	
Auger, Hippolyte (1796-1881)	266578	0	1839	Physiologie du théâtre, par Hippolyte Auger. Tome 1 // Voltaire et la Révolution française, 1789-1830, par C. Nagel... // Physiologie du théâtre, par Hippolyte Auger. Tome 2	
Duval, Alexandre (1767-1842)	372573	20	1838	Le Théâtre-français depuis cinquante ans : lettre à monsieur le comte de Montalivet, ministre de l'Intérieur / par Alexandre Duval,... // Etudes historiques et littéraire sur Ausone / par J.-C. Demogeot // Essai sur l'histoire de la poésie française en Belgique / par M. André Van Hasselt...	
La Motte, Antoine Houdar de (1672-1731)	295093	0	1716	Réflexions sur la critique	
Peignot, Gabriel (1767-1849)	673045	3	1836	Souvenirs relatifs à quelques bibliothèques particulières des temps passés, par Gab. Peignot // Essai sur la littérature anglaise et considérations sur le génie des hommes, des temps et des révolutions. Tome 2 / par M. de Chateaubriand // Sténographie des cours de diverses facultés de Paris. , Cours de poésie française : 1re- [4e] leçon [Voltaire] : année scolaire 1835-1836, semestre d'été / M. Saint-Marc-Girardin,... // Sténographie des cours de diverses facultés de Paris. , Cours de littérature / M. Ampère fils,... // Théâtre moderne. Cours de littérature dramatique, par M. A. Delaforest,... Suite aux Mémoires dramatiques de Bachaumont, au Journal de Collé, aux Correspondances et au Lycée de Grimm et de La Harpe, et au Cours de littérature dramatique de Geoffroy // Théâtre moderne. Cours de littérature dramatique, par M. A. Delaforest,... Suite aux Mémoires dramatiques de Bachaumont, au Journal de Collé, aux Correspondances et au Lycée de Grimm et de La Harpe, et au Cours de littérature dramatique de Geoffroy // Essai sur la littérature anglaise et considérations sur le génie des hommes, des temps et des révolutions. Tome 1 / par M. de Chateaubriand	
Saint-Marc Girardin (1801-1873)	1102855	0	1835	Notices politiques et littéraires sur l'Allemagne / par M. Saint-Marc Girardin,... // Analyse critique et littéraire du roman de Garin-le-Lohérain, précédée de quelques observations sur l'origine des romans de chevalerie, par Leroux [“sic”] de Lincy // Mélanges historiques et littéraires / par M. le baron de Barante,... // Essai sur l'étude de l'histoire en France au dix-neuvième siècle / par Antoine de Latour,... // Critique littéraire / par C. Fl. [Cuvillier-Fleury] // Mémoire pour servir à l’histoire de la société polie en France	
La Motte, Antoine Houdar de (1672-1731)	182622	0	1714	Discours sur Homère	
Hugo, Victor (1802-1885)	148400	0	1834	Étude sur Mirabeau // Homère, ou la Poésie épique, par Jules Janin // Manuel de l'histoire de la littérature nationale allemande, par Aug. Koberstein,... Traduit par X. Marmier	
Caboche, Charles (1810-1874)	1611687	1	1844	De La Bruyère. Thèse présentée à la Facultée des lettres de Paris, par Charles Caboche,... // Examen et appréciation impartiale de la tragédie de Lucrèce, de M. Ponsard. Avec des observations sur l'art dramatique en général, par Hermann Sieglerschmidt,... // Examen critique des historiens anciens de la vie et du règne d'Auguste / par A.-É. Egger,... // De la Comédie française depuis 1830, ou Résumé des événemens survenus à ce théâtre depuis cette époque jusqu'en 1844 : pour servir de complément à toutes les histoires du Théâtre-français, augmenté... du discours prononcé par M. Samson,... pour l'inauguration du monument de Molière / par Eugène Laugier // Oeuvres dramatiques de Schiller (Édition revue et corrigée, précédée d'une notice biographique et littéraire sur Schiller) / traduction de M. de Barante,...	
Magnin, Charles (1793-1862)	762186	0	1843	Causeries et méditations historiques et littéraires. T2 / par M. Charles Magnin... // Examen historique et littéraire “d'Agrippine”, tragédie en 5 actes et en vers de M. le Mis de La Rochefoucauld-Liancourt, par M. Eugène Forqueray // M. de Lamartine, orateur ; par Joseph Bécot,... // Histoire philosophique et littéraire du théâtre français depuis son origine. Tome 3 / par Hippolyte Lucas // Histoire philosophique et littéraire du théâtre français depuis son origine. Tome 2 / par Hippolyte Lucas // Causeries et méditations historiques et littéraires. T1 / par M. Charles Magnin... // Le Critique Jules Janin et le dramaturge Alexandre Dumas, à propos des Demoiselles de Saint-Cyr, comédie en 5 actes. Extraits du Journal des débats et de la Presse // Oeuvres de Barnave. [Volume 4] / mises en ordre et précédées d'une notice historique sur Barnave par M. Bérenger, de la Drôme	
Veuillot, Louis (1813-1883)	3460400	2	1842	Mélanges religieux, historiques, politiques et littéraires. À propos de la guerre / par Louis Veuillot // Essai historique et critique de la poésie lyrique en France / par L.-F. Taulier,... // Mélanges religieux, historiques, politiques et littéraires. Paris pendant les deux sièges / par Louis Veuillot // Pensées, essais et maximes de J. Joubert : suivis de Lettres à ses amis et précédés d'une notice sur sa vie, son caractère et ses travaux. Tome 1 / [édité par Paul Raynal] // Mélanges religieux, historiques, politiques et littéraires. Pie IX / par Louis Veuillot // Quelques Observations sur l'art théâtral, la Comédie-française, et Mlle Rachel, par L.-P. // Mélanges religieux, historiques, politiques et littéraires. Le Pape et la diplomatie / par Louis Veuillot // Mélanges religieux, historiques, politiques et littéraires. Les Juifs / par Louis Veuillot // Mélanges religieux, historiques, politiques et littéraires. L'illusion libérale / par Louis Veuillot // Mélanges religieux, historiques, politiques et littéraires. Le fonds de Giboyer... / par Louis Veuillot // Mélanges religieux, historiques, politiques et littéraires. Waterloo / par Louis Veuillot // Mélanges religieux, historiques, politiques et littéraires. Le guêpier italien / par Louis Veuillot // Pensées, essais et maximes de J. Joubert : suivis de Lettres à ses amis et précédés d'une notice sur sa vie, son caractère et ses travaux. Tome 2 / [édité par Paul Raynal] // Études sur l'anatomie et la physiologie d'Homère / par J.-F. Malgaigne,... // Mélanges religieux, historiques, politiques et littéraires. Questions controversées entre les catholiques / par Louis Veuillot	
Lacroix, Paul (1806-1884)	1055293	0	1841	Les vieux conteurs français / revus et corr. sur les éditions originales, accompagnés de notes et précédés de notices historiques, critiques et bibliographiques par Paul L. Jacob,... // Matinées littéraires // De la Littérature et des hommes de lettres des États-Unis d'Amérique, par Eugène A. Vail,... // Essai philosophique sur le principe et les formes de la versification / par M. Édélestand Du Méril // Théorie-poème en huit leçons. La Boussole du mariage, ou l'Art poétique de Boileau revu et détérioré par un vieux romantique... (Signé : L. Achem.) // François Rabelais, 1483-1553 ; par M. Delécluze	
Académie française	304786	0	1840	Recueil des discours, rapports et pièces diverses lus dans les séances publiques et particulières de l'Académie française // Kant et sa philosophie // Des sentiments de l'Académie française sur la tragi-comédie du Cid : essai sur la compétence des hommes de l'art et du public en matière de goût / [Thèses présentées à la Faculté des lettres de Paris par Timothée Fabre] // Éloge de Mme de Sévigné, ouvrage qui a obtenu l'accessit d'éloquence à l'Académie française, dans la séance du 11 juin 1840 ; par Ch. Caboche,...	
Caboche, Charles (1810-1874)	401351	0	1849	Faculté des lettres. Cours de poésie française. Leçon d'ouverture du second semestre, le 18 avril 1849. M. Ch. Caboche,... // Chateaubriand et la pensée moderne, ou le Socialisme, par Théophile Gratiot-Luzarey. Première partie // Essai historique sur l'orthographe / par Édouard Fournier // Études de moeurs et de critique sur les poètes latins de la décadence. T. 2 / par D. Nisard,... ; 2e éd., suivie de jugements sur les quatre grands historiens latins // Études de moeurs et de critique sur les poètes latins de la décadence. T. 1 / par D. Nisard,... ; 2e éd., suivie de jugements sur les quatre grands historiens latins	
Vinet, Alexandre (1797-1847)	1619044	4	1848	Études sur la littérature française au XIXe siècle [III] // De l'Influence des moeurs sur la comédie, discours suivi de deux études sur les rôles du Misanthrope et du Tartufe, par Adrien Perlet,... // Lamartine : poète, orateur, historien, homme d'État / par A. Rastoul de Mongeot,... // Études critiques sur “Les Girondins” : les historiens de la Révolution française : M. de Lamartine / par Alfred Nettement // Histoire de la jeune Allemagne : études littéraires / par M. Saint-René Taillandier,... // Ballanche / par J.-J. Ampère,...	
Villemain, Abel-François (1791-1870)	616331	2	1847	Cours de littérature française : tableau de la littérature au XVIIIe siècle. T. 1 / par M. Villemain // Mlle Mars, sa vie, ses succès, sa mort / par F. M. ; contenant une notice biographique, par M. E. Briffault // Cours de littérature française : tableau de la littérature au XVIIIe siècle. T. 3 / par M. Villemain // Cours de littérature française : tableau de la littérature au XVIIIe siècle. T. 4 / par M. Villemain // Cours de littérature française : tableau de la littérature au XVIIIe siècle. T. 2 / par M. Villemain // Une Leçon au Collège de France, discours sur l'histoire et l'esprit du théâtre espagnol, avec un avant-propos, par M. Damas-Hinard	
Labitte, Charles (1816-1845)	1394804	0	1846	Études littéraires / par Charles Labitte ; avec une notice de M. Sainte-Beuve // Écrivains et poètes de l'Allemagne / par M. Henri Blaze,... // Histoire de la poésie provençale : cours fait à la Faculté des lettres de Paris. Tome 2 / par C. Fauriel,... // Histoire de la poésie provençale : cours fait à la Faculté des lettres de Paris. Tome 3 / par C. Fauriel,... // Études d'histoire moderne (Nouvelle édition revue, corrigée et augmentée) / par M. Villemain // Études de littérature ancienne et étrangère	
Villey, Pierre	408623	0	1967	Les grands écrivains de la Renaissance : évolution des oeuvres et inventions des formes littéraires. Tome 1, Marot et Rabelais / avec une table chronologique des oeuvres de Marot par Pierre Villey,...	
Michiels, Alfred (1813-1892)	455598	0	1845	Etudes sur l'Allemagne : renfermant une histoire de la peinture allemande. 2 / par Alfred Michiels // Essai sur la poésie et la poétique, par D. Rébitté // Histoire des théâtres depuis leur fondation jusqu'à nos jours, biographie des acteurs et actrices de Paris et de la banlieue : première année, 1844-1845 / par Adolphe Bréant de Fontenay et Etienne de Champeaux // Etudes sur l'Allemagne : renfermant une histoire de la peinture allemande. 1 / par Alfred Michiels // Roland, ou la Chevalerie, par É.-J. Delécluze...	
