INFLECTED,POS,LEMMA
remétrassiez,VERB,remétrer
remétrassions,VERB,remétrer
remétrât,VERB,remétrer
remétrâtes,VERB,remétrer
remétre,VERB,remétrer
remétré,VERB,remétrer
remétrée,VERB,remétrer
remétrées,VERB,remétrer
remétrent,VERB,remétrer
remétrera,VERB,remétrer
remétrerai,VERB,remétrer
remétreraient,VERB,remétrer
remétrerais,VERB,remétrer
remétrerait,VERB,remétrer
remétreras,VERB,remétrer
remétrèrent,VERB,remétrer
remétrerez,VERB,remétrer
remétreriez,VERB,remétrer
remétrerions,VERB,remétrer
remétrerons,VERB,remétrer
remétreront,VERB,remétrer
remétres,VERB,remétrer
remétrés,VERB,remétrer
remétrez,VERB,remétrer
remétriez,VERB,remétrer
remétrions,VERB,remétrer
remétrons,VERB,remétrer
remparda,VERB,remparder
rempardai,VERB,remparder
rempardaient,VERB,remparder
rempardais,VERB,remparder
rempardait,VERB,remparder
rempardâmes,VERB,remparder
rempardant,VERB,remparder
rempardas,VERB,remparder
rempardasse,VERB,remparder
rempardassent,VERB,remparder
rempardasses,VERB,remparder
rempardassiez,VERB,remparder
rempardassions,VERB,remparder
rempardât,VERB,remparder
rempardâtes,VERB,remparder
remparde,VERB,remparder
rempardé,VERB,remparder
rempardée,VERB,remparder
rempardées,VERB,remparder
rempardent,VERB,remparder
rempardera,VERB,remparder
remparderai,VERB,remparder
remparderaient,VERB,remparder
remparderais,VERB,remparder
remparderait,VERB,remparder
remparderas,VERB,remparder
rempardèrent,VERB,remparder
remparderez,VERB,remparder
remparderiez,VERB,remparder
remparderions,VERB,remparder
remparderons,VERB,remparder
remparderont,VERB,remparder
rempardes,VERB,remparder
rempardés,VERB,remparder
rempardez,VERB,remparder
rempardiez,VERB,remparder
rempardions,VERB,remparder
rempardons,VERB,remparder
rentraira,VERB,rentraire
rentrairai,VERB,rentraire
rentrairaient,VERB,rentraire
rentrairais,VERB,rentraire
rentrairait,VERB,rentraire
rentrairas,VERB,rentraire
rentrairez,VERB,rentraire
rentrairiez,VERB,rentraire
rentrairions,VERB,rentraire
rentrairons,VERB,rentraire
rentrairont,VERB,rentraire
rentraite,VERB,rentraire
rentraites,VERB,rentraire
rentraits,VERB,rentraire
ressouvenirs,VERB,ressouvenir
restyla,VERB,restyler
restylai,VERB,restyler
restylaient,VERB,restyler
restylais,VERB,restyler
restylait,VERB,restyler
restylâmes,VERB,restyler
restylant,VERB,restyler
restylas,VERB,restyler
restylasse,VERB,restyler
restylassent,VERB,restyler
restylasses,VERB,restyler
restylassiez,VERB,restyler
restylassions,VERB,restyler
restylât,VERB,restyler
restylâtes,VERB,restyler
restyle,VERB,restyler
restylé,VERB,restyler
restylée,VERB,restyler
restylées,VERB,restyler
restylent,VERB,restyler
restylera,VERB,restyler
restylerai,VERB,restyler
restyleraient,VERB,restyler
restylerais,VERB,restyler
restylerait,VERB,restyler
restyleras,VERB,restyler
restylèrent,VERB,restyler
restylerez,VERB,restyler
restyleriez,VERB,restyler
restylerions,VERB,restyler
restylerons,VERB,restyler
restyleront,VERB,restyler
restyles,VERB,restyler
restylés,VERB,restyler
restylez,VERB,restyler
restyliez,VERB,restyler
restylions,VERB,restyler
restylons,VERB,restyler
retreignaient,VERB,retreindre
rétreignaient,VERB,rétreindre
retreignais,VERB,retreindre
rétreignais,VERB,rétreindre
retreignait,VERB,retreindre
rétreignait,VERB,rétreindre
retreignant,VERB,retreindre
rétreignant,VERB,rétreindre
retreigne,VERB,retreindre
rétreigne,VERB,rétreindre
retreignent,VERB,retreindre
rétreignent,VERB,rétreindre
retreignes,VERB,retreindre
rétreignes,VERB,rétreindre
retreignez,VERB,retreindre
rétreignez,VERB,rétreindre
retreigniez,VERB,retreindre
rétreigniez,VERB,rétreindre
retreignîmes,VERB,retreindre
rétreignîmes,VERB,rétreindre
retreignions,VERB,retreindre
rétreignions,VERB,rétreindre
retreignirent,VERB,retreindre
rétreignirent,VERB,rétreindre
retreignis,VERB,retreindre
rétreignis,VERB,rétreindre
retreignisse,VERB,retreindre
rétreignisse,VERB,rétreindre
retreignissent,VERB,retreindre
rétreignissent,VERB,rétreindre
retreignisses,VERB,retreindre
rétreignisses,VERB,rétreindre
retreignissiez,VERB,retreindre
rétreignissiez,VERB,rétreindre
retreignissions,VERB,retreindre
rétreignissions,VERB,rétreindre
retreignit,VERB,retreindre
retreignît,VERB,retreindre
rétreignit,VERB,rétreindre
rétreignît,VERB,rétreindre
retreignîtes,VERB,retreindre
rétreignîtes,VERB,rétreindre
retreignons,VERB,retreindre
rétreignons,VERB,rétreindre
retreindra,VERB,retreindre
rétreindra,VERB,rétreindre
retreindrai,VERB,retreindre
rétreindrai,VERB,rétreindre
retreindraient,VERB,retreindre
rétreindraient,VERB,rétreindre
retreindrais,VERB,retreindre
rétreindrais,VERB,rétreindre
retreindrait,VERB,retreindre
rétreindrait,VERB,rétreindre
retreindras,VERB,retreindre
rétreindras,VERB,rétreindre
retreindrez,VERB,retreindre
rétreindrez,VERB,rétreindre
retreindriez,VERB,retreindre
rétreindriez,VERB,rétreindre
retreindrions,VERB,retreindre
rétreindrions,VERB,rétreindre
retreindrons,VERB,retreindre
rétreindrons,VERB,rétreindre
retreindront,VERB,retreindre
rétreindront,VERB,rétreindre
retreins,VERB,retreindre
rétreins,VERB,rétreindre
ripatonna,VERB,ripatonner
ripatonnai,VERB,ripatonner
ripatonnaient,VERB,ripatonner
ripatonnais,VERB,ripatonner
ripatonnait,VERB,ripatonner
ripatonnâmes,VERB,ripatonner
ripatonnant,VERB,ripatonner
ripatonnas,VERB,ripatonner
ripatonnasse,VERB,ripatonner
ripatonnassent,VERB,ripatonner
ripatonnasses,VERB,ripatonner
ripatonnassiez,VERB,ripatonner
ripatonnassions,VERB,ripatonner
ripatonnât,VERB,ripatonner
ripatonnâtes,VERB,ripatonner
ripatonne,VERB,ripatonner
ripatonné,VERB,ripatonner
ripatonnée,VERB,ripatonner
ripatonnées,VERB,ripatonner
ripatonnent,VERB,ripatonner
ripatonnera,VERB,ripatonner
ripatonnerai,VERB,ripatonner
ripatonneraient,VERB,ripatonner
ripatonnerais,VERB,ripatonner
ripatonnerait,VERB,ripatonner
ripatonneras,VERB,ripatonner
ripatonnèrent,VERB,ripatonner
ripatonnerez,VERB,ripatonner
ripatonneriez,VERB,ripatonner
ripatonnerions,VERB,ripatonner
ripatonnerons,VERB,ripatonner
ripatonneront,VERB,ripatonner
ripatonnes,VERB,ripatonner
ripatonnés,VERB,ripatonner
ripatonnez,VERB,ripatonner
ripatonniez,VERB,ripatonner
ripatonnions,VERB,ripatonner
ripatonnons,VERB,ripatonner
rocha,VERB,rocher
rochai,VERB,rocher
rochaient,VERB,rocher
rochais,VERB,rocher
rochait,VERB,rocher
rochâmes,VERB,rocher
rochant,VERB,rocher
rochas,VERB,rocher
rochasse,VERB,rocher
rochassent,VERB,rocher
rochasses,VERB,rocher
rochassiez,VERB,rocher
rochassions,VERB,rocher
rochât,VERB,rocher
rochâtes,VERB,rocher
roché,VERB,rocher
rochée,VERB,rocher
rochées,VERB,rocher
rochent,VERB,rocher
rochera,VERB,rocher
rocherai,VERB,rocher
rocheraient,VERB,rocher
rocherais,VERB,rocher
rocherait,VERB,rocher
rocheras,VERB,rocher
rochèrent,VERB,rocher
rocherez,VERB,rocher
rocheriez,VERB,rocher
rocherions,VERB,rocher
rocherons,VERB,rocher
rocheront,VERB,rocher
rochés,VERB,rocher
rochez,VERB,rocher
rochiez,VERB,rocher
rochions,VERB,rocher
rochons,VERB,rocher
saveta,VERB,saveter
savetai,VERB,saveter
savetaient,VERB,saveter
savetais,VERB,saveter
savetait,VERB,saveter
savetâmes,VERB,saveter
savetant,VERB,saveter
savetas,VERB,saveter
savetasse,VERB,saveter
savetassent,VERB,saveter
savetasses,VERB,saveter
savetassiez,VERB,saveter
savetassions,VERB,saveter
savetât,VERB,saveter
savetâtes,VERB,saveter
savete,VERB,saveter
saveté,VERB,saveter
savetée,VERB,saveter
savetées,VERB,saveter
savetent,VERB,saveter
savetera,VERB,saveter
saveterai,VERB,saveter
saveteraient,VERB,saveter
saveterais,VERB,saveter
saveterait,VERB,saveter
saveteras,VERB,saveter
savetèrent,VERB,saveter
saveterez,VERB,saveter
saveteriez,VERB,saveter
saveterions,VERB,saveter
saveterons,VERB,saveter
saveteront,VERB,saveter
savetes,VERB,saveter
savetés,VERB,saveter
savetez,VERB,saveter
savetiez,VERB,saveter
savetions,VERB,saveter
savetons,VERB,saveter
s’agi,VERB,s’agir
s’agîmes,VERB,s’agir
s’agir,VERB,s’agir
s’agira,VERB,s’agir
s’agirai,VERB,s’agir
s’agiraient,VERB,s’agir
s’agirais,VERB,s’agir
s’agirait,VERB,s’agir
s’agiras,VERB,s’agir
s’agirent,VERB,s’agir
s’agirez,VERB,s’agir
s’agiriez,VERB,s’agir
s’agirions,VERB,s’agir
s’agirons,VERB,s’agir
s’agiront,VERB,s’agir
s’agis,VERB,s’agir
s’agissaient,VERB,s’agir
s’agissais,VERB,s’agir
s’agissait,VERB,s’agir
s’agissant,VERB,s’agir
s’agisse,VERB,s’agir
s’agissent,VERB,s’agir
s’agisses,VERB,s’agir
s’agissez,VERB,s’agir
s’agissiez,VERB,s’agir
s’agissions,VERB,s’agir
s’agissons,VERB,s’agir
s’agit,VERB,s’agir
s’agît,VERB,s’agir
s’agîtes,VERB,s’agir
voitura,VERB,voiturer
voiturai,VERB,voiturer
voituraient,VERB,voiturer
voiturais,VERB,voiturer
voiturait,VERB,voiturer
voiturâmes,VERB,voiturer
voiturant,VERB,voiturer
voituras,VERB,voiturer
voiturasse,VERB,voiturer
voiturassent,VERB,voiturer
voiturasses,VERB,voiturer
voiturassiez,VERB,voiturer
voiturassions,VERB,voiturer
voiturât,VERB,voiturer
voiturâtes,VERB,voiturer
voituré,VERB,voiturer
voiturent,VERB,voiturer
voiturera,VERB,voiturer
voiturerai,VERB,voiturer
voitureraient,VERB,voiturer
voiturerais,VERB,voiturer
voiturerait,VERB,voiturer
voitureras,VERB,voiturer
voiturèrent,VERB,voiturer
voiturerez,VERB,voiturer
voitureriez,VERB,voiturer
voiturerions,VERB,voiturer
voiturerons,VERB,voiturer
voitureront,VERB,voiturer
voiturés,VERB,voiturer
voiturez,VERB,voiturer
voituriez,VERB,voiturer
voiturions,VERB,voiturer
voiturons,VERB,voiturer
