fr-reforme1990_only,fr-classique_only
pondèrerai,pondérerai
pondèreraient,pondéreraient
pondèrerais,pondérerais
pondèrerait,pondérerait
pondèreras,pondéreras
pondèrerez,pondérerez
pondèreriez,pondéreriez
pondèrerions,pondérerions
pondèrerons,pondérerons
pondèreront,pondéreront
popcorn,pop-corn
porteclés,porte-clés
portecrayon,porte-crayon
portecrayons,porte-crayons
portefort,porte-fort
portemonnaie,porte-monnaie
porteplume,porte-plume
porteplumes,porte-plumes
portevoix,porte-voix
possèdera,possédera
possèderai,posséderai
possèderaient,posséderaient
possèderais,posséderais
possèderait,posséderait
possèderas,posséderas
possèderez,posséderez
possèderiez,posséderiez
possèderions,posséderions
possèderons,posséderons
possèderont,posséderont
postabortum,post-abortum
postériori,posteriori
postmarché,post-marché
postmarchés,post-marchés
postpartum,post-partum
postscriptum,post-scriptum
posttonique,post-tonique
posttoniques,post-toniques
posttraumatique,post-traumatique
posttraumatiques,post-traumatiques
potpourri,pot-pourri
poucepied,pouce-pied
pourlèchera,pourléchera
pourlècherai,pourlécherai
pourlècheraient,pourlécheraient
pourlècherais,pourlécherais
pourlècherait,pourlécherait
pourlècheras,pourlécheras
pourlècherez,pourlécherez
pourlècheriez,pourlécheriez
pourlècherions,pourlécherions
pourlècherons,pourlécherons
pourlècheront,pourlécheront
poursoi,pour-soi
poussepousse,pousse-pousse
précèdera,précédera
précèderai,précéderai
précèderaient,précéderaient
précèderais,précéderais
précèderait,précéderait
précèderas,précéderas
précèderez,précéderez
précèderiez,précéderiez
précèderions,précéderions
précèderons,précéderons
précèderont,précéderont
prêchiprêcha,prêchi-prêcha
prédécèdera,prédécédera
prédécèderai,prédécéderai
prédécèderaient,prédécéderaient
prédécèderais,prédécéderais
prédécèderait,prédécéderait
prédécèderas,prédécéderas
prédécèderez,prédécéderez
prédécèderiez,prédécéderiez
prédécèderions,prédécéderions
prédécèderons,prédécéderons
prédécèderont,prédécéderont
préfèrera,préférera
préfèrerai,préférerai
préfèreraient,préféreraient
préfèrerais,préférerais
préfèrerait,préférerait
préfèreras,préféreras
préfèrerez,préférerez
préfèreriez,préféreriez
préfèrerions,préférerions
préfèrerons,préférerons
préfèreront,préféreront
premier-maitre,premier-maître
premiers-maitres,premiers-maîtres
prémium,premium
prérèglera,préréglera
prérèglerai,préréglerai
prérègleraient,prérégleraient
prérèglerais,préréglerais
prérèglerait,préréglerait
prérègleras,prérégleras
prérèglerez,préréglerez
prérègleriez,prérégleriez
prérèglerions,préréglerions
prérèglerons,préréglerons
prérègleront,prérégleront
pressbook,press-book
pressbooks,press-books
primadonna,prima-donna
primadonnas,prima-donnas
primoaccédant,primo-accédant
primoaccédante,primo-accédante
primoaccédantes,primo-accédantes
primoaccédants,primo-accédants
primodélinquance,primo-délinquance
primodélinquances,primo-délinquances
primodélinquant,primo-délinquant
primodélinquante,primo-délinquante
primodélinquantes,primo-délinquantes
primodélinquants,primo-délinquants
privatdocent,privat-docent
privatdocents,privat-docents
privatdozent,privat-dozent
privatdozents,privat-dozents
procèdera,procédera
procèderai,procéderai
procèderaient,procéderaient
procèderais,procéderais
procèderait,procéderait
procèderas,procéderas
procèderez,procéderez
procèderiez,procéderiez
procèderions,procéderions
procèderons,procéderons
procèderont,procéderont
profèrera,proférera
profèrerai,proférerai
profèreraient,proféreraient
profèrerais,proférerais
profèrerait,proférerait
profèreras,proféreras
profèrerez,proférerez
profèreriez,proféreriez
profèrerions,proférerions
profèrerons,proférerons
profèreront,proféreront
prolifèrera,proliférera
prolifèrerai,proliférerai
prolifèreraient,proliféreraient
prolifèrerais,proliférerais
prolifèrerait,proliférerait
prolifèreras,proliféreras
prolifèrerez,proliférerez
prolifèreriez,proliféreriez
prolifèrerions,proliférerions
prolifèrerons,proliférerons
prolifèreront,proliféreront
prooccidental,pro-occidental
prooccidentale,pro-occidentale
prooccidentales,pro-occidentales
prooccidentaux,pro-occidentaux
proscénium,proscenium
proscéniums,prosceniums
prospèrera,prospérera
prospèrerai,prospérerai
prospèreraient,prospéreraient
prospèrerais,prospérerais
prospèrerait,prospérerait
prospèreras,prospéreras
prospèrerez,prospérerez
prospèreriez,prospéreriez
prospèrerions,prospérerions
prospèrerons,prospérerons
prospèreront,prospéreront
protègera,protégera
protègerai,protégerai
protègeraient,protégeraient
protègerais,protégerais
protègerait,protégerait
protègeras,protégeras
protègerez,protégerez
protègeriez,protégeriez
protègerions,protégerions
protègerons,protégerons
protègeront,protégeront
psychosensorimoteur,psycho-sensori-moteur
psychosensorimoteurs,psycho-sensori-moteurs
psychosensorimotrice,psycho-sensori-motrice
psychosensorimotrices,psycho-sensori-motrices
publiinformation,publi-information
publiinformations,publi-informations
publirédactionnel,publi-rédactionnel
publirédactionnels,publi-rédactionnels
puiné,puîné
puinée,puînée
puinées,puînées
puinés,puînés
puissè,puissé
pulqué,pulque
pulqués,pulques
punchingball,punching-ball
punchingballs,punching-balls
puntilléro,puntillero
puntilléros,puntilleros
pussè,pussé
quartier-maitre,quartier-maître
quartiers-maitres,quartiers-maîtres
québracho,quebracho
québrachos,quebrachos
quéchua,quechua
quéchuas,quechuas
quotepart,quote-part
radioréveil,radio-réveil
radiotaxi,radio-taxi
radiotaxis,radio-taxis
rafflésia,rafflesia
rafflésias,rafflesias
raffuta,raffûta
raffutai,raffûtai
raffutaient,raffûtaient
raffutais,raffûtais
raffutait,raffûtait
raffutâmes,raffûtâmes
raffutant,raffûtant
raffutas,raffûtas
raffutasse,raffûtasse
raffutassent,raffûtassent
raffutasses,raffûtasses
raffutassiez,raffûtassiez
raffutassions,raffûtassions
raffutât,raffûtât
raffutâtes,raffûtâtes
raffutée,raffûtée
raffutées,raffûtées
raffutent,raffûtent
raffuter,raffûter
raffutera,raffûtera
raffuterai,raffûterai
raffuteraient,raffûteraient
raffuterais,raffûterais
raffuterait,raffûterait
raffuteras,raffûteras
raffutèrent,raffûtèrent
raffuterez,raffûterez
raffuteriez,raffûteriez
raffuterions,raffûterions
raffuterons,raffûterons
raffuteront,raffûteront
raffutez,raffûtez
raffutiez,raffûtiez
raffutions,raffûtions
raffutons,raffûtons
rafraichi,rafraîchi
rafraichie,rafraîchie
rafraichies,rafraîchies
rafraichîmes,rafraîchîmes
rafraichir,rafraîchir
rafraichira,rafraîchira
rafraichirai,rafraîchirai
rafraichiraient,rafraîchiraient
rafraichirais,rafraîchirais
rafraichirait,rafraîchirait
rafraichiras,rafraîchiras
rafraichirent,rafraîchirent
rafraichirez,rafraîchirez
rafraichiriez,rafraîchiriez
rafraichirions,rafraîchirions
rafraichirons,rafraîchirons
rafraichiront,rafraîchiront
rafraichis,rafraîchis
rafraichissaient,rafraîchissaient
rafraichissais,rafraîchissais
rafraichissait,rafraîchissait
rafraichissant,rafraîchissant
rafraichissante,rafraîchissante
rafraichissantes,rafraîchissantes
rafraichissants,rafraîchissants
rafraichisse,rafraîchisse
rafraichissement,rafraîchissement
rafraichissements,rafraîchissements
rafraichissent,rafraîchissent
rafraichisses,rafraîchisses
rafraichisseur,rafraîchisseur
rafraichisseurs,rafraîchisseurs
rafraichissez,rafraîchissez
rafraichissiez,rafraîchissiez
rafraichissions,rafraîchissions
rafraichissoir,rafraîchissoir
rafraichissoirs,rafraîchissoirs
rafraichissons,rafraîchissons
rafraichîtes,rafraîchîtes
ragout,ragoût
ragouta,ragoûta
ragoutai,ragoûtai
ragoutaient,ragoûtaient
ragoutais,ragoûtais
ragoutait,ragoûtait
ragoutâmes,ragoûtâmes
ragoutant,ragoûtant
ragoutante,ragoûtante
ragoutantes,ragoûtantes
ragoutants,ragoûtants
ragoutas,ragoûtas
ragoutasse,ragoûtasse
ragoutassent,ragoûtassent
ragoutasses,ragoûtasses
ragoutassiez,ragoûtassiez
ragoutassions,ragoûtassions
ragoutât,ragoûtât
ragoutâtes,ragoûtâtes
ragoutée,ragoûtée
ragoutées,ragoûtées
ragoutent,ragoûtent
ragouter,ragoûter
ragoutera,ragoûtera
ragouterai,ragoûterai
ragouteraient,ragoûteraient
ragouterais,ragoûterais
ragouterait,ragoûterait
ragouteras,ragoûteras
ragoutèrent,ragoûtèrent
ragouterez,ragoûterez
ragouteriez,ragoûteriez
ragouterions,ragoûterions
ragouterons,ragoûterons
ragouteront,ragoûteront
ragoutez,ragoûtez
ragoutiez,ragoûtiez
ragoutions,ragoûtions
ragoutons,ragoûtons
ragouts,ragoûts
railroute,rail-route
rallègera,rallégera
rallègerai,rallégerai
rallègeraient,rallégeraient
rallègerais,rallégerais
rallègerait,rallégerait
rallègeras,rallégeras
rallègerez,rallégerez
rallègeriez,rallégeriez
rallègerions,rallégerions
rallègerons,rallégerons
rallègeront,rallégeront
rapiècera,rapiécera
rapiècerai,rapiécerai
rapièceraient,rapiéceraient
rapiècerais,rapiécerais
rapiècerait,rapiécerait
rapièceras,rapiéceras
rapiècerez,rapiécerez
rapièceriez,rapiéceriez
rapiècerions,rapiécerions
rapiècerons,rapiécerons
rapièceront,rapiéceront
rapièceta,rapiéceta
rapiècetai,rapiécetai
rapiècetaient,rapiécetaient
rapiècetais,rapiécetais
rapiècetait,rapiécetait
rapiècetâmes,rapiécetâmes
rapiècetant,rapiécetant
rapiècetas,rapiécetas
rapiècetasse,rapiécetasse
rapiècetassent,rapiécetassent
rapiècetasses,rapiécetasses
rapiècetassiez,rapiécetassiez
rapiècetassions,rapiécetassions
rapiècetât,rapiécetât
rapiècetâtes,rapiécetâtes
rapiècetée,rapiécetée
rapiècetées,rapiécetées
rapièceter,rapiéceter
rapiècetèrent,rapiécetèrent
rapiècetez,rapiécetez
rapiècetiez,rapiécetiez
rapiècetions,rapiécetions
rapiècetons,rapiécetons
rassérènera,rassérénera
rassérènerai,rassérénerai
rassérèneraient,rasséréneraient
rassérènerais,rassérénerais
rassérènerait,rassérénerait
rassérèneras,rasséréneras
rassérènerez,rassérénerez
rassérèneriez,rasséréneriez
rassérènerions,rassérénerions
rassérènerons,rassérénerons
rassérèneront,rasséréneront
raygrass,ray-grass
readymade,ready-made
readymades,ready-mades
réaffuta,réaffûta
réaffutai,réaffûtai
réaffutaient,réaffûtaient
réaffutais,réaffûtais
réaffutait,réaffûtait
réaffutâmes,réaffûtâmes
réaffutant,réaffûtant
réaffutas,réaffûtas
réaffutasse,réaffûtasse
réaffutassent,réaffûtassent
réaffutasses,réaffûtasses
réaffutassiez,réaffûtassiez
réaffutassions,réaffûtassions
réaffutât,réaffûtât
réaffutâtes,réaffûtâtes
réaffutée,réaffûtée
réaffutées,réaffûtées
réaffutent,réaffûtent
réaffuter,réaffûter
réaffutera,réaffûtera
réaffuterai,réaffûterai
réaffuteraient,réaffûteraient
réaffuterais,réaffûterais
réaffuterait,réaffûterait
réaffuteras,réaffûteras
réaffutèrent,réaffûtèrent
réaffuterez,réaffûterez
réaffuteriez,réaffûteriez
réaffuterions,réaffûterions
réaffuterons,réaffûterons
réaffuteront,réaffûteront
réaffutez,réaffûtez
réaffutiez,réaffûtiez
réaffutions,réaffûtions
réaffutons,réaffûtons
réalèsera,réalésera
réalèserai,réaléserai
réalèseraient,réaléseraient
réalèserais,réaléserais
réalèserait,réaléserait
réalèseras,réaléseras
réalèserez,réaléserez
réalèseriez,réaléseriez
réalèserions,réaléserions
réalèserons,réaléserons
réalèseront,réaléseront
realityshow,reality-show
realityshows,reality-shows
réapparait,réapparaît
réapparaitra,réapparaîtra
réapparaitrai,réapparaîtrai
réapparaitraient,réapparaîtraient
réapparaitrais,réapparaîtrais
réapparaitrait,réapparaîtrait
réapparaitras,réapparaîtras
réapparaitre,réapparaître
réapparaitrez,réapparaîtrez
réapparaitriez,réapparaîtriez
réapparaitrions,réapparaîtrions
réapparaitrons,réapparaîtrons
réapparaitront,réapparaîtront
rebrula,rebrûla
rebrulai,rebrûlai
rebrulaient,rebrûlaient
rebrulais,rebrûlais
rebrulait,rebrûlait
rebrulâmes,rebrûlâmes
rebrulant,rebrûlant
rebrulas,rebrûlas
rebrulasse,rebrûlasse
rebrulassent,rebrûlassent
rebrulasses,rebrûlasses
rebrulassiez,rebrûlassiez
rebrulassions,rebrûlassions
rebrulât,rebrûlât
rebrulâtes,rebrûlâtes
rebrulent,rebrûlent
rebruler,rebrûler
rebrulera,rebrûlera
rebrulerai,rebrûlerai
rebruleraient,rebrûleraient
rebrulerais,rebrûlerais
rebrulerait,rebrûlerait
rebruleras,rebrûleras
rebrulèrent,rebrûlèrent
rebrulerez,rebrûlerez
rebruleriez,rebrûleriez
rebrulerions,rebrûlerions
rebrulerons,rebrûlerons
rebruleront,rebrûleront
rebrules,rebrûles
rebrulez,rebrûlez
rebruliez,rebrûliez
rebrulions,rebrûlions
rebrulons,rebrûlons
recèdera,recédera
recèderai,recéderai
recèderaient,recéderaient
recèderais,recéderais
recèderait,recéderait
recèderas,recéderas
recèderez,recéderez
recèderiez,recéderiez
recèderions,recéderions
recèderons,recéderons
recèderont,recéderont
recéla,recela
recélai,recelai
recélaient,recelaient
recélais,recelais
recélait,recelait
recélâmes,recelâmes
recélant,recelant
recélas,recelas
recélasse,recelasse
recélassent,recelassent
recélasses,recelasses
recélassiez,recelassiez
recélassions,recelassions
recélât,recelât
recélâtes,recelâtes
recélée,recelée
recélées,recelées
recéler,receler
recélèrent,recelèrent
recélés,recelés
recéleur,receleur
recéleurs,receleurs
recéleuse,receleuse
recéleuses,receleuses
recélez,recelez
recéliez,receliez
recélions,recelions
recélons,recelons
recépè,recepé
recomparait,recomparaît
recomparaitra,recomparaîtra
recomparaitrai,recomparaîtrai
recomparaitraient,recomparaîtraient
recomparaitrais,recomparaîtrais
recomparaitrait,recomparaîtrait
recomparaitras,recomparaîtras
recomparaitre,recomparaître
recomparaitrez,recomparaîtrez
recomparaitriez,recomparaîtriez
recomparaitrions,recomparaîtrions
recomparaitrons,recomparaîtrons
recomparaitront,recomparaîtront
recomplètera,recomplétera
recomplèterai,recompléterai
recomplèteraient,recompléteraient
recomplèterais,recompléterais
recomplèterait,recompléterait
recomplèteras,recompléteras
recomplèterez,recompléterez
recomplèteriez,recompléteriez
recomplèterions,recompléterions
recomplèterons,recompléterons
recomplèteront,recompléteront
reconnait,reconnaît
reconnaitra,reconnaîtra
reconnaitrai,reconnaîtrai
reconnaitraient,reconnaîtraient
reconnaitrais,reconnaîtrais
reconnaitrait,reconnaîtrait
reconnaitras,reconnaîtras
reconnaitre,reconnaître
reconnaitrez,reconnaîtrez
reconnaitriez,reconnaîtriez
reconnaitrions,reconnaîtrions
reconnaitrons,reconnaîtrons
reconnaitront,reconnaîtront
reconsidèrera,reconsidérera
reconsidèrerai,reconsidérerai
reconsidèreraient,reconsidéreraient
reconsidèrerais,reconsidérerais
reconsidèrerait,reconsidérerait
reconsidèreras,reconsidéreras
reconsidèrerez,reconsidérerez
reconsidèreriez,reconsidéreriez
reconsidèrerions,reconsidérerions
reconsidèrerons,reconsidérerons
reconsidèreront,reconsidéreront
recroit,recroît
recroitra,recroîtra
recroitrai,recroîtrai
recroitraient,recroîtraient
recroitrais,recroîtrais
recroitrait,recroîtrait
recroitras,recroîtras
recroitre,recroître
recroitrez,recroîtrez
recroitriez,recroîtriez
recroitrions,recroîtrions
recroitrons,recroîtrons
recroitront,recroîtront
récupèrera,récupérera
récupèrerai,récupérerai
récupèreraient,récupéreraient
récupèrerais,récupérerais
récupèrerait,récupérerait
récupèreras,récupéreras
récupèrerez,récupérerez
récupèreriez,récupéreriez
récupèrerions,récupérerions
récupèrerons,récupérerons
récupèreront,récupéreront
rédox,redox
redu,redû
redussè,redussé
réfèrera,référera
réfèrerai,référerai
réfèreraient,référeraient
réfèrerais,référerais
réfèrerait,référerait
réfèreras,référeras
réfèrerez,référerez
réfèreriez,référeriez
réfèrerions,référerions
réfèrerons,référerons
réfèreront,référeront
reflètera,reflétera
reflèterai,refléterai
reflèteraient,refléteraient
reflèterais,refléterais
reflèterait,refléterait
reflèteras,refléteras
reflèterez,refléterez
reflèteriez,refléteriez
reflèterions,refléterions
reflèterons,refléterons
reflèteront,refléteront
réflex,reflex
réfrènement,refrènement
réfrènements,refrènements
réfrigèrera,réfrigérera
réfrigèrerai,réfrigérerai
réfrigèreraient,réfrigéreraient
réfrigèrerais,réfrigérerais
réfrigèrerait,réfrigérerait
réfrigèreras,réfrigéreras
réfrigèrerez,réfrigérerez
réfrigèreriez,réfrigéreriez
réfrigèrerions,réfrigérerions
réfrigèrerons,réfrigérerons
réfrigèreront,réfrigéreront
régénèrera,régénérera
régénèrerai,régénérerai
régénèreraient,régénéreraient
régénèrerais,régénérerais
régénèrerait,régénérerait
régénèreras,régénéreras
régénèrerez,régénérerez
régénèreriez,régénéreriez
régénèrerions,régénérerions
régénèrerons,régénérerons
régénèreront,régénéreront
règlementa,réglementa
règlementai,réglementai
règlementaient,réglementaient
règlementaire,réglementaire
règlementairement,réglementairement
règlementaires,réglementaires
règlementais,réglementais
règlementait,réglementait
règlementâmes,réglementâmes
règlementant,réglementant
règlementarisme,réglementarisme
règlementarismes,réglementarismes
règlementariste,réglementariste
règlementaristes,réglementaristes
règlementas,réglementas
règlementasse,réglementasse
règlementassent,réglementassent
règlementasses,réglementasses
règlementassiez,réglementassiez
règlementassions,réglementassions
règlementât,réglementât
règlementâtes,réglementâtes
règlementation,réglementation
règlementations,réglementations
règlementée,réglementée
règlementées,réglementées
règlementent,réglementent
règlementer,réglementer
règlementera,réglementera
règlementerai,réglementerai
règlementeraient,réglementeraient
règlementerais,réglementerais
règlementerait,réglementerait
règlementeras,réglementeras
règlementèrent,réglementèrent
règlementerez,réglementerez
règlementeriez,réglementeriez
règlementerions,réglementerions
règlementerons,réglementerons
règlementeront,réglementeront
règlementez,réglementez
règlementiez,réglementiez
règlementions,réglementions
règlementons,réglementons
règlera,réglera
règlerai,réglerai
règleraient,régleraient
règlerais,réglerais
règlerait,réglerait
règleras,régleras
règlerez,réglerez
règleriez,régleriez
règlerions,réglerions
règlerons,réglerons
règleront,régleront
règnera,régnera
règnerai,régnerai
règneraient,régneraient
règnerais,régnerais
règnerait,régnerait
règneras,régneras
règnerez,régnerez
règneriez,régneriez
règnerions,régnerions
règnerons,régnerons
règneront,régneront
réincarcèrera,réincarcérera
réincarcèrerai,réincarcérerai
réincarcèreraient,réincarcéreraient
réincarcèrerais,réincarcérerais
réincarcèrerait,réincarcérerait
réincarcèreras,réincarcéreras
réincarcèrerez,réincarcérerez
réincarcèreriez,réincarcéreriez
réincarcèrerions,réincarcérerions
réincarcèrerons,réincarcérerons
réincarcèreront,réincarcéreront
réinsèrera,réinsérera
réinsèrerai,réinsérerai
réinsèreraient,réinséreraient
réinsèrerais,réinsérerais
réinsèrerait,réinsérerait
réinsèreras,réinséreras
réinsèrerez,réinsérerez
réinsèreriez,réinséreriez
réinsèrerions,réinsérerions
réinsèrerons,réinsérerons
réinsèreront,réinséreront
réintègrera,réintégrera
réintègrerai,réintégrerai
réintègreraient,réintégreraient
réintègrerais,réintégrerais
réintègrerait,réintégrerait
réintègreras,réintégreras
réintègrerez,réintégrerez
réintègreriez,réintégreriez
réintègrerions,réintégrerions
réintègrerons,réintégrerons
réintègreront,réintégreront
réinterprètera,réinterprétera
réinterprèterai,réinterpréterai
réinterprèteraient,réinterpréteraient
réinterprèterais,réinterpréterais
réinterprèterait,réinterpréterait
réinterprèteras,réinterpréteras
réinterprèterez,réinterpréterez
réinterprèteriez,réinterpréteriez
réinterprèterions,réinterpréterions
réinterprèterons,réinterpréterons
réinterprèteront,réinterpréteront
réitèrera,réitérera
réitèrerai,réitérerai
réitèreraient,réitéreraient
réitèrerais,réitérerais
réitèrerait,réitérerait
réitèreras,réitéreras
réitèrerez,réitérerez
réitèreriez,réitéreriez
réitèrerions,réitérerions
réitèrerons,réitérerons
réitèreront,réitéreront
reitre,reître
reitres,reîtres
relégifèrera,relégiférera
relégifèrerai,relégiférerai
relégifèreraient,relégiféreraient
relégifèrerais,relégiférerais
relégifèrerait,relégiférerait
relégifèreras,relégiféreras
relégifèrerez,relégiférerez
relégifèreriez,relégiféreriez
relégifèrerions,relégiférerions
relégifèrerons,relégiférerons
relégifèreront,relégiféreront
relèguera,reléguera
relèguerai,reléguerai
relègueraient,relégueraient
relèguerais,reléguerais
relèguerait,reléguerait
relègueras,relégueras
relèguerez,reléguerez
relègueriez,relégueriez
relèguerions,reléguerions
relèguerons,reléguerons
relègueront,relégueront
remboita,remboîta
remboitage,remboîtage
remboitages,remboîtages
remboitai,remboîtai
remboitaient,remboîtaient
remboitais,remboîtais
remboitait,remboîtait
remboitâmes,remboîtâmes
remboitant,remboîtant
remboitas,remboîtas
remboitasse,remboîtasse
remboitassent,remboîtassent
remboitasses,remboîtasses
remboitassiez,remboîtassiez
remboitassions,remboîtassions
remboitât,remboîtât
remboitâtes,remboîtâtes
remboitée,remboîtée
remboitées,remboîtées
remboitement,remboîtement
remboitements,remboîtements
remboitent,remboîtent
remboiter,remboîter
remboitera,remboîtera
remboiterai,remboîterai
remboiteraient,remboîteraient
remboiterais,remboîterais
remboiterait,remboîterait
remboiteras,remboîteras
remboitèrent,remboîtèrent
remboiterez,remboîterez
remboiteriez,remboîteriez
remboiterions,remboîterions
remboiterons,remboîterons
remboiteront,remboîteront
remboitez,remboîtez
remboitiez,remboîtiez
remboitions,remboîtions
remboitons,remboîtons
rempiètement,rempiétement
rempiètements,rempiétements
rempiètera,rempiétera
rempièterai,rempiéterai
rempièteraient,rempiéteraient
rempièterais,rempiéterais
rempièterait,rempiéterait
rempièteras,rempiéteras
rempièterez,rempiéterez
rempièteriez,rempiéteriez
rempièterions,rempiéterions
rempièterons,rempiéterons
rempièteront,rempiéteront
rémunèrera,rémunérera
rémunèrerai,rémunérerai
rémunèreraient,rémunéreraient
rémunèrerais,rémunérerais
rémunèrerait,rémunérerait
rémunèreras,rémunéreras
rémunèrerez,rémunérerez
rémunèreriez,rémunéreriez
rémunèrerions,rémunérerions
rémunèrerons,rémunérerons
rémunèreront,rémunéreront
renait,renaît
renaitra,renaîtra
renaitrai,renaîtrai
renaitraient,renaîtraient
renaitrais,renaîtrais
renaitrait,renaîtrait
renaitras,renaîtras
renaitre,renaître
renaitrez,renaîtrez
renaitriez,renaîtriez
renaitrions,renaîtrions
renaitrons,renaîtrons
renaitront,renaîtront
renchaina,renchaîna
renchainai,renchaînai
renchainaient,renchaînaient
renchainais,renchaînais
renchainait,renchaînait
renchainâmes,renchaînâmes
renchainant,renchaînant
renchainas,renchaînas
renchainasse,renchaînasse
renchainassent,renchaînassent
renchainasses,renchaînasses
renchainassiez,renchaînassiez
renchainassions,renchaînassions
renchainât,renchaînât
renchainâtes,renchaînâtes
renchainée,renchaînée
renchainées,renchaînées
renchainent,renchaînent
renchainer,renchaîner
renchainera,renchaînera
renchainerai,renchaînerai
renchaineraient,renchaîneraient
renchainerais,renchaînerais
renchainerait,renchaînerait
renchaineras,renchaîneras
renchainèrent,renchaînèrent
renchainerez,renchaînerez
renchaineriez,renchaîneriez
renchainerions,renchaînerions
renchainerons,renchaînerons
renchaineront,renchaîneront
renchainez,renchaînez
renchainiez,renchaîniez
renchainions,renchaînions
renchainons,renchaînons
renfaita,renfaîta
renfaitage,renfaîtage
renfaitages,renfaîtages
renfaitai,renfaîtai
renfaitaient,renfaîtaient
renfaitais,renfaîtais
renfaitait,renfaîtait
renfaitâmes,renfaîtâmes
renfaitant,renfaîtant
renfaitas,renfaîtas
renfaitasse,renfaîtasse
renfaitassent,renfaîtassent
renfaitasses,renfaîtasses
renfaitassiez,renfaîtassiez
renfaitassions,renfaîtassions
renfaitât,renfaîtât
renfaitâtes,renfaîtâtes
renfaitée,renfaîtée
renfaitées,renfaîtées
renfaitent,renfaîtent
renfaiter,renfaîter
renfaitera,renfaîtera
renfaiterai,renfaîterai
renfaiteraient,renfaîteraient
renfaiterais,renfaîterais
renfaiterait,renfaîterait
renfaiteras,renfaîteras
renfaitèrent,renfaîtèrent
renfaiterez,renfaîterez
renfaiteriez,renfaîteriez
renfaiterions,renfaîterions
renfaiterons,renfaîterons
renfaiteront,renfaîteront
renfaitez,renfaîtez
renfaitiez,renfaîtiez
renfaitions,renfaîtions
renfaitons,renfaîtons
réopèrera,réopérera
réopèrerai,réopérerai
réopèreraient,réopéreraient
réopèrerais,réopérerais
réopèrerait,réopérerait
réopèreras,réopéreras
réopèrerez,réopérerez
réopèreriez,réopéreriez
réopèrerions,réopérerions
réopèrerons,réopérerons
réopèreront,réopéreront
réoxygènera,réoxygénera
réoxygènerai,réoxygénerai
réoxygèneraient,réoxygéneraient
réoxygènerais,réoxygénerais
réoxygènerait,réoxygénerait
réoxygèneras,réoxygéneras
réoxygènerez,réoxygénerez
réoxygèneriez,réoxygéneriez
réoxygènerions,réoxygénerions
réoxygènerons,réoxygénerons
réoxygèneront,réoxygéneront
repait,repaît
repaitra,repaîtra
repaitrai,repaîtrai
repaitraient,repaîtraient
repaitrais,repaîtrais
repaitrait,repaîtrait
repaitras,repaîtras
repaitre,repaître
repaitrez,repaîtrez
repaitriez,repaîtriez
repaitrions,repaîtrions
repaitrons,repaîtrons
repaitront,repaîtront
reparait,reparaît
reparaitra,reparaîtra
reparaitrai,reparaîtrai
reparaitraient,reparaîtraient
reparaitrais,reparaîtrais
reparaitrait,reparaîtrait
reparaitras,reparaîtras
reparaitre,reparaître
reparaitrez,reparaîtrez
reparaitriez,reparaîtriez
reparaitrions,reparaîtrions
reparaitrons,reparaîtrons
reparaitront,reparaîtront
reparamètrera,reparamétrera
reparamètrerai,reparamétrerai
reparamètreraient,reparamétreraient
reparamètrerais,reparamétrerais
reparamètrerait,reparamétrerait
reparamètreras,reparamétreras
reparamètrerez,reparamétrerez
reparamètreriez,reparamétreriez
reparamètrerions,reparamétrerions
reparamètrerons,reparamétrerons
reparamètreront,reparamétreront
repèrera,repérera
repèrerai,repérerai
repèreraient,repéreraient
repèrerais,repérerais
repèrerait,repérerait
repèreras,repéreras
repèrerez,repérerez
repèreriez,repéreriez
repèrerions,repérerions
repèrerons,repérerons
repèreront,repéreront
répètera,répétera
répèterai,répéterai
répèteraient,répéteraient
répèterais,répéterais
répèterait,répéterait
répèteras,répéteras
répèterez,répéterez
répèteriez,répéteriez
répèterions,répéterions
répèterons,répéterons
répèteront,répéteront
reporter-caméraman,reporter-cameraman
reporters-caméramans,reporters-cameramans
réquiem,requiem
résèquera,réséquera
résèquerai,réséquerai
résèqueraient,réséqueraient
résèquerais,réséquerais
résèquerait,réséquerait
résèqueras,réséqueras
résèquerez,réséquerez
résèqueriez,réséqueriez
résèquerions,réséquerions
résèquerons,réséquerons
résèqueront,réséqueront
réticuloendothélial,réticulo-endothélial
réticuloendothéliale,réticulo-endothéliale
réticuloendothéliales,réticulo-endothéliales
réticuloendothéliaux,réticulo-endothéliaux
retransfèrera,retransférera
retransfèrerai,retransférerai
retransfèreraient,retransféreraient
retransfèrerais,retransférerais
retransfèrerait,retransférerait
retransfèreras,retransféreras
retransfèrerez,retransférerez
retransfèreriez,retransféreriez
retransfèrerions,retransférerions
retransfèrerons,retransférerons
retransfèreront,retransféreront
rétrocèdera,rétrocédera
rétrocèderai,rétrocéderai
rétrocèderaient,rétrocéderaient
rétrocèderais,rétrocéderais
rétrocèderait,rétrocéderait
rétrocèderas,rétrocéderas
rétrocèderez,rétrocéderez
rétrocèderiez,rétrocéderiez
rétrocèderions,rétrocéderions
rétrocèderons,rétrocéderons
rétrocèderont,rétrocéderont
révèlera,révélera
révèlerai,révélerai
révèleraient,révéleraient
révèlerais,révélerais
révèlerait,révélerait
révèleras,révéleras
révèlerez,révélerez
révèleriez,révéleriez
révèlerions,révélerions
révèlerons,révélerons
révèleront,révéleront
réverbèrera,réverbérera
réverbèrerai,réverbérerai
réverbèreraient,réverbéreraient
